BB,BB Band,BP,BP Band,SB,SB Band,VB,VB Band,Overall Risk Level,Overall Risk Level Band
4.0988,1,0.0,1,4.0988,1,12.9669,2,21.1645,2
2.7,1,2.7,1,2.7,1,0.0,1,8.1,1
4.8909,1,4.8909,1,4.8909,1,0.0,1,14.6728,1
7.8419,2,7.8419,2,7.8419,2,0.0,1,23.5258,2
5.1012,2,5.1012,2,5.1012,2,0.0,1,15.3036,2
3.24,1,3.24,1,3.24,1,0.0,1,9.72,1
2.7,1,2.7,1,2.7,1,0.0,1,8.1,1
2.7,1,2.7,1,2.7,1,0.0,1,8.1,1
3.6442,1,3.6442,1,3.6442,1,0.0,1,10.9325,1
8.3022,2,8.3022,2,8.3022,2,0.0,1,24.9066,2
2.7,1,2.7,1,2.7,1,0.0,1,8.1,1
2.7,1,2.7,1,2.7,1,0.0,1,8.1,1
2.7,1,2.7,1,2.7,1,0.0,1,8.1,1
2.7,1,2.7,1,2.7,1,0.0,1,8.1,1
2.7,1,2.7,1,2.7,1,0.0,1,8.1,1
2.7,1,2.7,1,2.7,1,0.0,1,8.1,1
2.7,1,2.7,1,2.7,1,0.0,1,8.1,1
2.7,1,2.7,1,2.7,1,0.0,1,8.1,1
2.7,1,2.7,1,2.7,1,0.0,1,8.1,1
2.7,1,2.7,1,2.7,1,0.0,1,8.1,1
2.7,1,2.7,1,2.7,1,0.0,1,8.1,1
2.7,1,2.7,1,2.7,1,0.0,1,8.1,1
2.7,1,2.7,1,2.7,1,0.0,1,8.1,1
11.121,3,0.0,1,11.121,3,30.0007,3,52.2427,3
7.0319,2,7.0319,2,7.0319,2,0.0,1,21.0958,2
2.7,1,2.7,1,2.7,1,0.0,1,8.1,1
2.7,1,5.4,2,2.7,1,0.0,1,10.8,2
2.7,1,2.7,1,2.7,1,0.0,1,8.1,1
2.7,1,2.7,1,2.7,1,0.0,1,8.1,1
3.24,1,3.24,1,3.24,1,0.0,1,9.72,1
9.3366,2,9.3366,2,9.3366,2,0.0,1,28.0099,2
3.6442,1,3.6442,1,7.2884,2,12.6339,2,27.2106,2
3.24,1,3.24,1,3.24,1,0.0,1,9.72,1
2.9819,1,2.9819,1,2.9819,1,0.0,1,8.9458,1
2.7,1,2.7,1,2.7,1,0.0,1,8.1,1
2.7,1,2.7,1,2.7,1,0.0,1,8.1,1
2.7,1,2.7,1,2.7,1,0.0,1,8.1,1
2.7,1,2.7,1,2.7,1,0.0,1,8.1,1
2.7,1,2.7,1,2.7,1,0.0,1,8.1,1
2.7,1,2.7,1,2.7,1,0.0,1,8.1,1
7.0319,2,7.0319,2,7.0319,2,0.0,1,21.0958,2
4.0988,1,0.0,1,8.1975,2,14.1943,2,26.4906,2
8.6744,2,8.6744,2,8.6744,2,0.0,1,26.0232,2
3.6442,1,3.6442,1,3.6442,1,0.0,1,10.9325,1
3.6442,1,3.6442,1,3.6442,1,0.0,1,10.9325,1
3.6442,1,3.6442,1,3.6442,1,0.0,1,10.9325,1
3.6442,1,3.6442,1,3.6442,1,0.0,1,10.9325,1
3.6442,1,3.6442,1,3.6442,1,0.0,1,10.9325,1
3.6442,1,3.6442,1,3.6442,1,0.0,1,10.9325,1
5.1012,2,5.1012,2,5.1012,2,0.0,1,15.3036,2
3.6442,1,3.6442,1,3.6442,1,0.0,1,10.9325,1
3.6442,1,3.6442,1,3.6442,1,0.0,1,10.9325,1
3.6442,1,3.6442,1,3.6442,1,0.0,1,10.9325,1
3.6442,1,3.6442,1,3.6442,1,0.0,1,10.9325,1
3.6442,1,3.6442,1,3.6442,1,0.0,1,10.9325,1
3.6442,1,3.6442,1,3.6442,1,0.0,1,10.9325,1
3.6442,1,3.6442,1,3.6442,1,0.0,1,10.9325,1
3.6442,1,3.6442,1,3.6442,1,0.0,1,10.9325,1
3.6442,1,3.6442,1,7.2884,2,20.1378,2,34.7145,2
3.6442,1,3.6442,1,3.6442,1,0.0,1,10.9325,1
3.6442,1,3.6442,1,3.6442,1,0.0,1,10.9325,1
3.6442,1,3.6442,1,7.2884,2,19.101,2,33.6777,2
2.9819,1,2.9819,1,5.9639,2,9.5946,1,21.5224,2
3.6442,1,3.6442,1,3.6442,1,0.0,1,10.9325,1
3.6442,1,3.6442,1,3.6442,1,0.0,1,10.9325,1
3.6442,1,3.6442,1,7.2884,2,11.5543,2,26.131,2
7.8419,2,7.8419,2,7.8419,2,0.0,1,23.5258,2
2.25,1,2.25,1,2.25,1,0.0,1,6.75,1
2.9819,1,2.9819,1,2.9819,1,0.0,1,8.9458,1
7.64,2,7.64,2,15.2799,3,8.5429,1,39.1027,3
